epoch,loss,ce,mse,validation_loss,validation_ce,validation_mse,accuracy,precision,recall
0,3.1692652702331543,3.1203365325927734,0.04892868548631668,3.1763622760772705,3.1226837635040283,0.053678445518016815,0.17909970879554749,0.11748170852661133,0.10261344164609909
1,2.9336304664611816,2.887118101119995,0.04651238024234772,3.1312499046325684,3.0779781341552734,0.05327192321419716,0.19187764823436737,0.12674342095851898,0.111752949655056
2,2.8656113147735596,2.820208787918091,0.04540281742811203,3.1140527725219727,3.0614852905273438,0.05256752297282219,0.19753389060497284,0.12896183133125305,0.11631692945957184
3,2.828509569168091,2.7840769290924072,0.04443260654807091,3.105565071105957,3.052373170852661,0.0531916618347168,0.1994609385728836,0.13380156457424164,0.11473732441663742
4,2.8045647144317627,2.76080060005188,0.043764252215623856,3.103703737258911,3.05130934715271,0.05239424854516983,0.20089633762836456,0.13321170210838318,0.11644606292247772
5,2.787208080291748,2.744173765182495,0.043033894151449203,3.0987534523010254,3.045443058013916,0.0533100888133049,0.20161877572536469,0.1325075477361679,0.11654934287071228
6,2.7739346027374268,2.731417417526245,0.042517051100730896,3.0971293449401855,3.044786214828491,0.052343010902404785,0.20081888139247894,0.13379666209220886,0.11646921187639236
7,2.763024091720581,2.721118211746216,0.04190624877810478,3.0997121334075928,3.0471057891845703,0.05260641500353813,0.2011951208114624,0.13407637178897858,0.11769536137580872
8,2.7544105052948,2.712857246398926,0.04155303165316582,3.095989227294922,3.0438573360443115,0.052132003009319305,0.20239022374153137,0.13296082615852356,0.11857806146144867
9,2.7470738887786865,2.7059383392333984,0.04113519564270973,3.096463441848755,3.0438809394836426,0.05258261412382126,0.20260681211948395,0.13694652915000916,0.11812137812376022
10,2.740565061569214,2.6997883319854736,0.04077700525522232,3.0930192470550537,3.0409111976623535,0.05210765823721886,0.2034841775894165,0.13269752264022827,0.11922065913677216
11,2.7350692749023438,2.6945791244506836,0.04049018770456314,3.096871852874756,3.044119119644165,0.052752554416656494,0.2029862105846405,0.13455800712108612,0.11755692958831787
12,2.73001766204834,2.6898117065429688,0.040205951780080795,3.099482536315918,3.0461196899414062,0.05336275324225426,0.2024945616722107,0.13350766897201538,0.11884044855833054
13,2.7254223823547363,2.685546636581421,0.039875876158475876,3.0978450775146484,3.0445940494537354,0.053251296281814575,0.20293088257312775,0.13553759455680847,0.11665931344032288
14,2.721449136734009,2.681720495223999,0.03972849249839783,3.096569776535034,3.0436885356903076,0.05288136750459671,0.2042793333530426,0.14199252426624298,0.11927202343940735
15,2.7176995277404785,2.678378105163574,0.03932132199406624,3.0960962772369385,3.043050527572632,0.053046002984046936,0.20330554246902466,0.142401322722435,0.11834990978240967
16,2.7145395278930664,2.675297498703003,0.03924209997057915,3.097703695297241,3.044239044189453,0.05346440151333809,0.2025483101606369,0.1331278383731842,0.11765734851360321
17,2.711446762084961,2.672457695007324,0.03898954018950462,3.0918402671813965,3.0378432273864746,0.053997427225112915,0.20454491674900055,0.14248228073120117,0.1189713329076767
18,2.708608865737915,2.6697261333465576,0.03888252377510071,3.0993924140930176,3.045893430709839,0.05349888280034065,0.20353001356124878,0.1364479809999466,0.12043032795190811
19,2.7061080932617188,2.6673777103424072,0.03873023763298988,3.1007192134857178,3.04634690284729,0.05437225103378296,0.20308737456798553,0.13587971031665802,0.1185930073261261
20,2.703686475753784,2.6651344299316406,0.03855200484395027,3.0971086025238037,3.043031692504883,0.05407692492008209,0.20404063165187836,0.13353899121284485,0.11810582131147385
21,2.7015233039855957,2.6631715297698975,0.03835173323750496,3.094498634338379,3.039740800857544,0.054757509380578995,0.2043362408876419,0.13740988075733185,0.11884984374046326
22,2.6992454528808594,2.6611318588256836,0.03811344504356384,3.102215528488159,3.047808885574341,0.05440704897046089,0.2037544995546341,0.1343274712562561,0.11935911327600479
23,2.6974682807922363,2.659398317337036,0.03806954249739647,3.0972979068756104,3.0428850650787354,0.054412830621004105,0.20383669435977936,0.13526000082492828,0.12040881812572479
24,2.695746898651123,2.65769100189209,0.03805596008896828,3.096514940261841,3.042543411254883,0.0539713054895401,0.20366913080215454,0.13657665252685547,0.12095300108194351
25,2.6941940784454346,2.6561403274536133,0.038053788244724274,3.094179391860962,3.0405569076538086,0.05362245440483093,0.2043599635362625,0.13554851710796356,0.12012003362178802
26,2.692403793334961,2.6545653343200684,0.037838444113731384,3.093435764312744,3.0400023460388184,0.05343350023031235,0.20540647208690643,0.13741150498390198,0.11989594250917435
27,2.6908209323883057,2.653104543685913,0.03771664574742317,3.0954437255859375,3.0410304069519043,0.05441299080848694,0.20506659150123596,0.13619939982891083,0.12087197601795197
28,2.6894314289093018,2.651879072189331,0.03755250573158264,3.0963282585144043,3.041295051574707,0.05503306910395622,0.20478519797325134,0.1351606398820877,0.12016922980546951
29,2.6879689693450928,2.650510549545288,0.03745817020535469,3.0989649295806885,3.0446362495422363,0.054328639060258865,0.2039821296930313,0.13712552189826965,0.11829584836959839
