epoch,loss,ce,mse,validation_loss,validation_ce,validation_mse,accuracy,precision,recall
41,1.97550368309021,1.9422297477722168,0.03327394649386406,3.8707900047302246,3.8120341300964355,0.05875609442591667,0.12861594557762146,0.08034844696521759,0.0690387636423111
42,1.945739984512329,1.9129433631896973,0.03279669210314751,3.919664144515991,3.860645055770874,0.059019047766923904,0.12871037423610687,0.07746502757072449,0.06959786266088486
43,1.9161046743392944,1.883870244026184,0.032234422862529755,3.9477107524871826,3.8887805938720703,0.05892971158027649,0.12738832831382751,0.07590886950492859,0.06690038740634918
44,1.8858859539031982,1.8541103601455688,0.03177569806575775,3.97894549369812,3.9188413619995117,0.06010439246892929,0.12592464685440063,0.07835795730352402,0.06619346886873245
45,1.8571385145187378,1.8257253170013428,0.031413543969392776,4.015181541442871,3.9552996158599854,0.05988185107707977,0.12787623703479767,0.07602732628583908,0.06696117669343948
46,1.8288421630859375,1.7977651357650757,0.03107699751853943,4.0421366691589355,3.982029914855957,0.06010674685239792,0.12531083822250366,0.07726690173149109,0.06728013604879379
47,1.800174593925476,1.7697560787200928,0.030418571084737778,4.065422058105469,4.005159378051758,0.060262568295001984,0.12416192144155502,0.07444498687982559,0.06428773701190948
48,1.7734110355377197,1.7433733940124512,0.03003770112991333,4.100914478302002,4.040701389312744,0.06021341681480408,0.1256413459777832,0.07501675933599472,0.06671972572803497
49,1.7451361417770386,1.715507984161377,0.029628202319145203,4.1443915367126465,4.08363676071167,0.06075489521026611,0.12334351241588593,0.07615523785352707,0.0671403706073761
50,1.7169151306152344,1.6875394582748413,0.02937563695013523,4.1746649742126465,4.114305019378662,0.06035981699824333,0.12285561114549637,0.07337895035743713,0.0650065690279007
51,1.690801739692688,1.662100076675415,0.028701748698949814,4.223867416381836,4.16322660446167,0.06064100190997124,0.12117157876491547,0.07559911906719208,0.06420136988162994
52,1.6650760173797607,1.6366968154907227,0.02837926335632801,4.249712944030762,4.1893815994262695,0.0603303536772728,0.12038464844226837,0.07337860763072968,0.06452011317014694
53,1.6384344100952148,1.6105530261993408,0.027881156653165817,4.267477512359619,4.206349849700928,0.06112728640437126,0.12173817306756973,0.07350780814886093,0.06522641330957413
54,1.6139185428619385,1.5859534740447998,0.02796512469649315,4.321193695068359,4.260221004486084,0.06097261607646942,0.11838585138320923,0.07097890228033066,0.06323288381099701
55,1.5877068042755127,1.560518741607666,0.027188196778297424,4.346339225769043,4.285458087921143,0.06088221073150635,0.11933016777038574,0.0714506134390831,0.06288006901741028
56,1.5623254776000977,1.5354163646697998,0.02690913900732994,4.38420295715332,4.322875499725342,0.06132708117365837,0.11822846531867981,0.07294595241546631,0.06413988769054413
57,1.5382593870162964,1.5118191242218018,0.026440376415848732,4.415245056152344,4.354083061218262,0.061161771416664124,0.11758317798376083,0.07217778265476227,0.06395536661148071
58,1.5135993957519531,1.4874848127365112,0.026114623993635178,4.454165458679199,4.392937660217285,0.06122821569442749,0.1164814755320549,0.07041625678539276,0.0632595419883728
59,1.490868330001831,1.4652117490768433,0.02565647102892399,4.502798080444336,4.441178321838379,0.061620213091373444,0.11725267022848129,0.07896628230810165,0.0644867941737175
60,1.4663004875183105,1.44098699092865,0.02531355619430542,4.532841682434082,4.471535682678223,0.061306294053792953,0.1155843734741211,0.07029101252555847,0.06248076260089874
61,1.4449584484100342,1.4197649955749512,0.02519339509308338,4.5711750984191895,4.509058475494385,0.06211679428815842,0.11635556817054749,0.06986045092344284,0.06229254603385925
62,1.421574592590332,1.396807312965393,0.024767208844423294,4.61879825592041,4.557137489318848,0.06166059896349907,0.11430954933166504,0.07714256644248962,0.06112552806735039
63,1.3984887599945068,1.3740885257720947,0.02440032735466957,4.658252239227295,4.595993518829346,0.062259089201688766,0.1139947772026062,0.07075659185647964,0.06160380691289902
64,1.376501441001892,1.352450966835022,0.024050353094935417,4.673525810241699,4.611483573913574,0.062041424214839935,0.11553715914487839,0.0704241394996643,0.06099378690123558
65,1.3558851480484009,1.3321295976638794,0.02375560998916626,4.723902225494385,4.661765098571777,0.06213714927434921,0.11245238780975342,0.0696859210729599,0.060941122472286224
66,1.334773063659668,1.3113309144973755,0.02344226837158203,4.753640651702881,4.690278053283691,0.06336191296577454,0.11391608417034149,0.0713859498500824,0.06075650081038475
67,1.3135336637496948,1.2903950214385986,0.023138632997870445,4.789824962615967,4.7273030281066895,0.06252181529998779,0.1114293783903122,0.06756464391946793,0.05993477255105972
68,1.2920527458190918,1.2692232131958008,0.022829560562968254,4.834010124206543,4.771787643432617,0.062222160398960114,0.1131448894739151,0.06805981695652008,0.06085719168186188
69,1.2711529731750488,1.2486419677734375,0.022510873153805733,4.869029998779297,4.80640172958374,0.06262821704149246,0.1114766001701355,0.06869940459728241,0.06028565764427185
70,1.2538553476333618,1.2316718101501465,0.022183340042829514,4.911223411560059,4.848361015319824,0.06286211311817169,0.1123422235250473,0.0677560493350029,0.05976023152470589
71,1.2340775728225708,1.2121727466583252,0.0219048410654068,4.944156169891357,4.880850791931152,0.0633050873875618,0.11113034933805466,0.06593972444534302,0.05934354290366173
72,1.2138941287994385,1.192250370979309,0.02164388634264469,4.9749674797058105,4.911652565002441,0.06331515312194824,0.11039063334465027,0.06555027514696121,0.05775536224246025
73,1.1943196058273315,1.1728794574737549,0.02144024521112442,5.0401930809021,4.976815223693848,0.06337813287973404,0.10914728045463562,0.0657961368560791,0.05884359031915665
74,1.174702525138855,1.1535964012145996,0.021106025204062462,5.085976600646973,5.022641658782959,0.06333423405885696,0.10889546573162079,0.06422564387321472,0.05685645341873169
75,1.1590745449066162,1.1382222175598145,0.020852191373705864,5.09751558303833,5.034170150756836,0.06334515661001205,0.11166545748710632,0.07555253803730011,0.06030748039484024
