epoch,loss,ce,mse,validation_loss,validation_ce,validation_mse,accuracy,precision,recall
0,3.804454803466797,3.751746416091919,0.05270783230662346,3.6658360958099365,3.6066482067108154,0.059188373386859894,0.07102835923433304,0.034279268234968185,0.03227246552705765
1,3.50884747505188,3.4582467079162598,0.05060071125626564,3.544682264328003,3.485936164855957,0.05874589458107948,0.08558657765388489,0.05114392936229706,0.042305730283260345
2,3.3912315368652344,3.3413448333740234,0.04988646134734154,3.490661859512329,3.431861639022827,0.05880032107234001,0.0890490710735321,0.053135551512241364,0.04530097544193268
3,3.309643268585205,3.260606288909912,0.04903680458664894,3.4418694972991943,3.3835794925689697,0.058289773762226105,0.09754792600870132,0.06441077589988708,0.04997776821255684
4,3.224247455596924,3.1757822036743164,0.0484650544822216,3.3914473056793213,3.334029197692871,0.05741829425096512,0.10949353128671646,0.06496372818946838,0.05463111028075218
5,3.1302108764648438,3.082209348678589,0.048001911491155624,3.3571088314056396,3.300175666809082,0.05693311244249344,0.1239730566740036,0.0781375840306282,0.06296481192111969
6,3.0290334224700928,2.98150897026062,0.04752461612224579,3.3315742015838623,3.2752525806427,0.05632129684090614,0.13188958168029785,0.07811266928911209,0.06756511330604553
7,2.923487424850464,2.876537799835205,0.04694915562868118,3.3309836387634277,3.274442434310913,0.05654119700193405,0.14027826488018036,0.08485475182533264,0.06968484818935394
8,2.811793327331543,2.765352964401245,0.04644046351313591,3.324822425842285,3.2682366371154785,0.05658582225441933,0.14595989882946014,0.08617983758449554,0.07475090026855469
9,2.6949009895324707,2.648750066757202,0.04615101218223572,3.3513576984405518,3.2957093715667725,0.05564823001623154,0.1473134160041809,0.08733107149600983,0.07454248517751694
10,2.5720326900482178,2.5264711380004883,0.045561533421278,3.3804118633270264,3.3232498168945312,0.05716191232204437,0.14592842757701874,0.0836014375090599,0.0729028657078743
11,2.4439055919647217,2.398843288421631,0.04506215453147888,3.4261860847473145,3.370074510574341,0.05611181631684303,0.1438823938369751,0.08358806371688843,0.07190142571926117
12,2.311229944229126,2.2665586471557617,0.04467157647013664,3.493943452835083,3.4369163513183594,0.05702732130885124,0.14075042307376862,0.0829191729426384,0.0705195814371109
13,2.1764187812805176,2.132303476333618,0.04411521926522255,3.5631656646728516,3.50732159614563,0.055843740701675415,0.138830304145813,0.08247547596693039,0.07191787660121918
14,2.0401954650878906,1.996343970298767,0.04385117068886757,3.6442618370056152,3.587900161743164,0.056361425668001175,0.134077250957489,0.08075980842113495,0.06759876012802124
15,1.9023339748382568,1.8594744205474854,0.04285949468612671,3.7376537322998047,3.6813559532165527,0.056298114359378815,0.13195253908634186,0.07772080600261688,0.06775135546922684
16,1.7668203115463257,1.7245509624481201,0.042269252240657806,3.841953754425049,3.785726308822632,0.05622779205441475,0.128883495926857,0.07624102383852005,0.06815160810947418
17,1.6300995349884033,1.5885423421859741,0.04155725613236427,3.965451955795288,3.9077866077423096,0.05766541510820389,0.12775032222270966,0.07961218804121017,0.06564468145370483
18,1.4988776445388794,1.4580079317092896,0.04086983948945999,4.083556175231934,4.0277018547058105,0.055854056030511856,0.12422487139701843,0.07301957160234451,0.06358574330806732
